ID,Text,Aspects,TokenCount
936,srsly ill never forgive antinukers for the damage their lies have inflicted to both the global biosphere and human industry and society,antinukers,13
937,it sure is good that the decades of deliberately exacerbated scarcity and pollution resulting from the suppression of nuclear energy for peace has exponentially raised the chances of that energy being used for conflict instead !,nuclear energy,19
938,"One of the things that may not be obvious is that ""passion project"" companies can get away with paying their hires less. If you want to work in renewables or for places like impossible foods well so does everyone else because all else equal most stem people like the idea of building a better world. Petrochem has to actually pay you because it's not a passion to work with oil so they do. The demand for these clean energy jobs is driving wages down.",clean energy jobs;stem people,43
939,Of course nuclear energy still has the potential risk. But more investment can help people to develop a more safe model in the future. The problem is that I just all into nuclear energy stocks and I am wallstreetbet gambling addict. Which meant I shouldn’t be able to make money. And the major reason that trigger dip in nuclear stock are mostly nuclear power plant accidents. Which meant I should sell cover call on it so there won’t be a nuclear accident.,nuclear energy stocks;wallstreetbet,41
940,In many cases though people aren't going to replace a gas guzzling SUV with an e-bike. Replacing one ICE SUV with an EV SUV saves a lot more oil than replacing a lot of gas mopeds with e-bikes. It's not an either or solution. Sure we should encourage people to use e-bikes and other small vehicles where possible. But we absolutely need EVs and other vehicles for the large number of situations where people can't or won't downsize so radically.,EVs;small vehicles,47
941,A year later the EPA then headed by President Donald Trump appointee Scott Pruitt halted the regulatory process quietly dropping the proposed rule from its schedule of pending regulatory actions. The regulatory process would start over from scratch. No new restrictions would be announced until the EPA completed a fresh scientific evaluation. Ah there it is. Regulations. Those are bad for business and America is a business and not a country. Classic mistake to assume otherwise about this place.,America;Regulations;Scott Pruitt,47
942,"This seems like alot of disinformation all rolled into one post. But here is the quote from the EPA.EPA Administrator Lee Zeldin has publicly stated that he wants to remove the automatic start-stop feature in cars which automatically shuts off the engine when the car is stopped. He calls it a ""[climate participation trophy] and says that ""everyone hates it"". Zeldin wants to ""fix"" this feature by proposing to end fuel economy incentives for start-stop technology in cars.",automatic start-stop feature;post,47
943,What kind of customer discovery have you guys done on this ? From a personal standpoint yes I want to participate in fighting against climate change but am not willing to put at risk dollars behind it. Have you found a specific subset of people who are willing to do so ? A $75k raise tells me there isn’t a ton of discovery and interest behind this idea- am I wrong ? Truly curious and not trying to be a jerk.,climate change,36
944,The 20 billion of tax payer money was funneled into a bank account by prior president just before leaving office. The account was set up so that current ruling party wouldn’t have the ability to find out where the “EPA” grants were going. One grant for 50 million was being sent to a group whose motto was Climate justice travels thru a Free Palestine. See the interview of the new EPA director. Only the tip of the iceberg,“EPA” grants,43
945,I don’t get lectured. Honestly how is this happening to you ? Over 10 years of EV ownership I’ve had one guy mention I would experience terrible battery degradation and how my Tesla model 3 would only have 50% of the original range within 1 year I was already at 1 year of ownership when we had lunch together and he brought this up . Thanks guy uh I don’t care what your opinion is. I got facts.,EV ownership;Tesla model 3,40
946,So Toyota made a very big deal about how the numbers with EVs just don’t add up at the moment when you factor in how much goes into the batteries. Sure you benefit from a car that is almost 100% efficient but it doesn’t make up for the negatives from the batteries. While we wait for the manufacturing to improve hybrids make the most sense for this transition needing much less lithium. [read about it here paywall,EVs;hybrids,34
947,It really bothers me to see his hatred and lies influence the older members of my family. My aunt and uncle in their 80’s are genuinely afraid of the people coming across the border and the EV/climate change “agenda”. I only see them a few times a year and they genuinely are wonderful people. I just let the poison in one ear and out the other when I hear it from them life is too short.,agenda;older members,35
948,Isn’t the environment ministers job to basically promote clean energy and ignore everything else. I understand economically it may be difficult to cut our reliance on coal but her job is to basically say “it will be hard but the environment needs it”. How do these people get these jobs. Coal executive for environment minister. It’s like promoting an anti-Vaxer creationist to minister for science which I don’t even know if we have one anymore/again,Coal executive;environment ministers job;her job,41
949,Please stop publishing MIT Tech Review publications here. That source had a well defined agenda towards petrol and fossil fuels and political bias. For me is literally the worse source of information out there. That being said the shift to clean energy is not pathetic in a lot of countries just because the US lost its North and its not a leader in that field doesn't mean the rest of the world is failing too.,MIT Tech Review publications;shift to clean energy,37
950,Probably generic and over-used question but: Have you watched the HBO series Chernobyl ? Do you know anything about the severity of the injuries that were received as a result of Chernobyl and what the dangers of that are today ? I support nuclear energy as our best source of clean energy but the biggest opponents of it are mainly emotional because of how little we know of the dangers of radiation exposure from nuclear accidents,nuclear energy,35
951,They won't be 100% until they can meet 100% of use cases. When an EV can carry 4 adults plus 200 pounds of gear while towing a 7 500 pound trailer 300+ miles before needing a recharge with 15 minutes or less to fully recharge let's talk. Until then there will be a need for gas. Maybe the solution will be powered trailers with their own batteries but the use case is real.,EV;gas;powered trailers,39
952,The fight against Climate Change is already over and has been for some time. It could have been an opportunity to take the time to do it right change our habits evolve. We had almost half a century to do it when the first sign came up. But we waited too long and then chose solutions that are just more of the same mistakes we've been doing for decades. Nothing will change.,Climate Change;solutions,27
953,Historically most road and transportation infrastructure has been funded by taxing gas. Since electric vehicles use less gas but still create the same amount of wear and tear this is becoming a budgetary issue as more electric vehicles enter circulation. It's not some big oil conspiracy or middle finger to electric vehicles. It's a straightforward way to address an increasing budgetary shortfall and distribute the tax burden more evenly amongst drivers.,big oil;tax burden,44
954,The thing is that countries who have nuclear power have potential to make nuclear arsenal which is why the us don't want middle eastern countries to have it. I agree it's kind of a boogie man but nuclear energy although safe it can be easily used for evil means. And people don't realize that catastrophies caused by nuclear energy may be scarce yes but they cause gigantic negative outcomes.,middle eastern countries;nuclear power,38
955,Not saying I'm against Nuclear but the way I look at it we have a viable source of 5 000 000 000 years of clean energy. Solar is absolutely just as viable as nuclear if not more. Our CURRENT solar technology allows us to produce 5x the energy we use if we put them on existing rooftops so as to not take up land space.,Solar,32
956,I don't imagine anyone her actually believes that China has shut down any coal fired power plants ! The Chinese govt has mandated the construction of 28 new coal fired power plants. Now I imagine they will likely more efficient than the ones already on line. China has more coal than anyone else on the planet they are not going to quit using that resource.,Chinese govt;new coal fired power plants,35
957,The US currently has a major clean energy problem: There is more electricity from solar power alone waiting to get on the grid than the entire amount of energy currently on the grid. To combat the climate crisis and increase the amount of cheap energy from clean sources like wind and solar the US needs more modern high-voltage transmission lines. How is this possible ?,high-voltage transmission lines;solar power,38
958,In addition to concerns about climate change and the future in general I think a lot of younger people are rejecting the notion that you need to have kids to have a fulfilling life. I have a lot of friends who opted for sterilization in their 20's or early 30's. Kids involve massive amounts of sacrifice of time money sleep freedom and relaxation.,have kids,33
959,I agree that nobody should like climate change deniers but the idea that voting for a party that is trying to lower the price of gasoline is going to save us seems a bit far fetched. In the US it seems like your only option to make progress on climate change is to throw out both major parties for someone like the Greens.,Greens;both major parties;idea,34
960,Just read a study that climate change skepticism is on the rise.. i even know personally people irl who claim it isnt going to be that bad who thinks its just an excuse for more tax. I had never heard anyone doubt climate change before.,climate change skepticism,24
961,The Democrats in Congress explicitly addressed the similar decision re the Clean Air Act in the IRA by removing the grounds SCOTUS used to say the EPA didn’t have authority the regulate greenhouse gases. If Democrats get the trifecta in 2024 they will do the same here. But sure let’s keep saying both sides are the same and Democrats never do anything.,Democrats never do anything;SCOTUS,32
962,Spain has a plan to remove 75% of fossile energy by 2030 and 100% by 2050. I think that's kinda utopic with the useless politicians we have here. But this is a nive first step. However this is kinda polemic among experts. Because the government is both closing coal plants and nuclear plants wich are integral part for a reneuvable transition.,Spain;government,33
963,**Link to project**: German This saturday the last three nuclear power plants in Germany will be shutdown. That is the end of over 60 years commercial use of nuclear energy in the country. **Tools:** The bigger map with the slider is made with React. The three smallervisuals in the story are made with Datawrapper. Data wrangling with R. **Source:** IAEA database,map;nuclear power plants,36
964,Republican politicians mostly are against all this environmental stuff including climate change because it costs them money. Whether that's permits to dump toxic waste or limits on oil drilling. I guess what I'm saying that this is about greed and unless we consider greed is their ideology than it's not about that.,Republican politicians;ideology,25
965,Couldn't one reason be that the EV prices are quite volatile in comparison to gasoline cars less warehouse buffer high demand ? Hertz bought the tesla fleet near ATH with respect to tesla car prices and I guess there had to be a substantial write off because of the price drops in response to higher interest rates in the balance sheet.,EV prices;Hertz,35
966,All states except QLD have independent EPAs. Nationally the The Clean Energy Regulator is an independent statutory authority. So the regulatory framework for pollution waste and climate change is pretty good in Australia. The jurisdiction and powers of a national EPA would have to be very carefully defined so that it worked in synergy with the well established state regulators.,regulatory framework;state regulators,34
967,EVs are the future no matter what Trump or MAGA republicans believe. They are simply delaying the inevitable and setting the US back years in EV transition development and job growth.,EVs;MAGA republicans,19
968,With no safe storage place for nuclear waste and climate change affecting the weather to be hotter [and thusly cooling water gets to hot] and even [nuclear power plants all over europe have to shutdown on a regular] due to heat.,nuclear power,24
969,Like I would say awesome that is great ! But they keep closing coal power plants around me and jacking up the price of power due to high demand low supply. I would like to think we would have a alternative system in place by then but likely they will just close plants down and jack up the power rate.,alternative system;closing coal power plants;price of power,32
970,Ever been to the Permian Basin region of Texas and New Mexico ? Don’t think it’s possible for the oil fields to be any busier than they already are and have been over the past decade. Plus the area likes its clean energy which you will also notice through the solar rooftops in every new subdivision of the booming towns.,Permian Basin region;solar rooftops,29
971,What is the most convincing argument for climate change that you give in answer to climate change sceptics ? Particularly to those people who are semi well informed i.e. who know that it used to be hotter than modern times in the past Also do you get to use your cartoon skills to draw diagrams in scientific papers ?,climate change sceptics;scientific papers,30
972,So you all that are arguing for these cars have driven them long distances ? Because not all areas are equipped with charging services and some that are have trickle charges. Was probably the worst driving experience I’ve ever had. Had to change flight plans because of some crap Ev couldn’t get be 120miles without stopping over night.,cars;charging services,26
973,Many religious leaders have degrees in divinity often advanced degrees. They are generally better educated than their conversations. They are often less dogmatic in their beliefs but don't preach that way for fear of upsetting the congregation. I imagine they probably feel a similar way about climate change since Christianity has been intertwined with right wing political beliefs.,religious leaders;right wing,35
974,When are people going to realise that we have to change to nuclear ? It's expensive at first but thinking long term it's simply the best solution for clean energy and our energy crises. The only thing that's better is fusion which isn't exactly coming soon. I guess it's because politicians doesn't think more than 4 years ahead,clean energy;fusion,29
975,Ok that’s fine .. I’m an Alaskan and have worked on several coal fire plants in Wyoming… but since this is coming from the government I want you to immediately shut down the coal fire plant running the airforce base in Fairbanks .. cease and desist immediately ! And give me a job building a new one ..,government,30
976,Yeah makes sense while the Model Y Juniper swap-over is in progress since announcement and everyone who was going to holds off on buying a Y so deliveries aren't ramped yet. Enjoy it while it lasts ! If you maintain it great though. I love all EV and this will only encourage enhancements across the EV market.,EV market;deliveries,28
977,The Government Accountability Office said the EPA violated the Financial Services and General Government Appropriations Act which prohibits an agency from obligating more than $5 000 in federal funds to furnish redecorate or make improvements in the office of a presidential appointee without first notifying appropriations committees in the U.S. Senate and House of Representatives.,EPA;appropriations committees,35
978,"Not sure how much good this will do to actually stop climate change as Chile is a pretty small country. Also I am reminded of a sign that a certain roadside attraction in South Carolina once had on Interstate 95 that read ""Chilly Today Hot Tamale."" Little did Pedro know the profundity of his climatological musings.",Chilly Today Hot Tamale;climate change,32
979,Once Moe/SK Party lies and corruption are gone this fall The NDP will take Saskatchewan onto a path of real solutions not siding with Big Coal and Big Oil greed. Work with the federal government to harvest the abundant clean energy in Saskatchewan Moe and his cronies ignore while they pad their bank accounts with payoffs.,Big Coal and Big Oil;Moe/SK Party;NDP,35
980,Boom is misleading. Its only 5% of the Energy Production of China while Germany had 30% of the total Production from Nuclear Energy. Besides from that are many of the downsides of nuclear Energy in China less of a Problem then in Germany and they invest far more in renewable Energy then any other Government.,Boom;downsides of nuclear Energy in China;renewable Energy,26
981,Just disgusting I've been tracking these programs and they are brilliant just the sort of support clean energy needs and if you disagree just go look at how the federal government brought fracking to the private industry,programs,18
982,dirty energy is beyond subsidized and hurts us clean energy is our future and this delay is dumb,clean energy;dirty energy,11
983,Hi Gina why do some many EPA employees go work for the industries they regulate ? Do you approve of that ? It seems to be a conflict of interest. Wouldn't you agree ? Also why are your fines so low ? It appears any kind of EPA action is just a cost of doing business for polluters.,EPA employees;fines,24
984,If only there was something AOC could do.. You know like introduce an amendment to the clean air act that explicitly gives this regulatory authority to the EPA exactly like the court says they should o ? It's not like she's a congresswoman and thus in a position to do something like that is it ?,AOC;regulatory authority,25
985,"The problem is that that the US has failed to provide the infrastructure required to move to EV cars. There should be an EV charger at every gas station-- incentivize it to those who are gas station owners to have EV charging there. That would make the ""hassle"" of having an EV infinitely better.",US;move to EV cars,26
986,Can someone explain how all of a sudden we're talking about hydrogen as an option for clean energy in the last year or two ? Was barely mentioned before then...Or am i the only one who has noticed this ?,hydrogen,15
987,I will make the switch as soon as an EV is capable of taking me my girlfriend my three step kids my two dogs and is able to take a trailer... Electric trailer perhaps ? Spare battery to increase reach and also have some room for luggage ? ... Elon get on it...,EV;Spare battery,27
988,There’s been a big spike in sales here Norway in 2021 as the government are bringing in taxes on EV’s over a certain value in 2022. Of course add the fact we don’t pay import VAT and half the cost of tolls. Don’t kid yourself that if that goes. So do EV purchases.,EV purchases,25
989,Seems like everyone forgets that each state has their own version of the EPA and in some cases the states regulations are stricter than the Feds. Always seems to me like another case of federal duplicity in bureaucratic organization. we don't need two sets of environmental rules to confuse us even more !,environmental rules;federal duplicity;states regulations,29
990,"So the head of the EPA says that the very findings that the EPA found as well as other major industries is wrong ? It's like arguing that the earth is still flat and saying that it ""needs more debate"" when there is so much evidence towards what it is. It's a joke...",head of the EPA;needs more debate,22
991,In the HBO show “The Newsroom” they interviewed a climate scientist. They ask him if what he’s stating is his opinion. His response was that it isn’t an opinion any more than it’s an opinion at what temperature water boils. One of my favorite lines ever. Climate change interview from the newsroom:,Climate change interview;climate scientist,23
992,It was kind of funny because I am from western PA. When I went back to visit last year I swear I was the only one with an EV. Driving around in a bright blue Mach e I really stood out. You wouldn't start seeing EVs until you got closer to Pittsburgh.,Mach e;western PA,26
993,I hope everyone and their mom sues the EPA. They are a joke and have been for a very long time. The only way they can ever be legitimate is if you get rid of any sort of payments to the politicians and fill the board with ALL scientists.,EPA,19
994,Isn't the EPA supposed to be state regulated ? Federal power over the EPA needs to end and get it back to what it was supposed to be. Or we can just avoid that issue and say if you don't give the EPA more power then you're against the environment.,Federal power;environment,19
995,The more we invest in nuclear energy the more research and experience we can develop in order to make it even cleaner an safer than it already is. Nuclear energy may not be the center of a greener future but it sure will be an important part of it.,nuclear energy,21
996,For people unaware: EV's have One-Pedal Driving settings that mean you can control slowing down and accelerating with just the accelerator pedal. Because the motor can act as a generator when slowing you down you never need to use your brakes in normal day-to-day driving just in an emergency.,One-Pedal Driving;motor,26
997,Any time I see a large company making an announcement like this I just figure they finally did enough forecasting to realize that if the human race goes extinct due to climate change then the company's profits will suffer and so that's probably what actually drives the decision.,forecasting;large company,26
998,I’m not an expert in energy at all but I’ve been saying Nuclear Energy is almost literally the perfect green energy source for years. Objectively speaking it is nearly the perfect energy source if managed correctly. The problem is human nature and it’s capacity to go extremely wrong.,Nuclear Energy,27
999,A lot of it also has to do with the coal and power industry not wanting to absorb the cost of implementing efficiency protocols. In Illinois many modernized coal plants were shut down while other less efficient coal plants were allowed to be kept online that polluted more.,Illinois;coal and power industry;modernized coal plants,25
1000,I was willing to buy an electric F150. Until I saw the price tag. And apparently when the battery needs replacement ...it will negate all the maintenance savings. Electric vehicles are really only for a the elite at this point.,Electric vehicles,19
1001,Nuclear energy has risks but you are correct OP. Alot the concerns of nuclear energy can be solved by using thorium instead of uranium. The main issue I think is the fact that most people don't have any basic understanding of the science involved with nuclear energy.,thorium,25
1002,This is not a choice. Climate change is still very much a thing and vehicle emissions must be addressed to make a dent in that problem. We either convert to electric or give up on personal mobility entirely. Gas cars simply aren’t an option long term period.,Gas cars;vehicle emissions,27
1003,What happens to the old batteries the range isn’t very far if you think about it. There isn’t a lot of charging stations in most parts of the world. I personally think the future is going to be a hydrogen/EV hybrid type.,hybrid type,19
1004,I think that the best thing that we can do to save the environment is to awareness the others with recommendations tips... to save our planet !,environment,11
1005,Not trying to be a full on tin foil hat conspiracy theorist but I could see how certain financial backers would prefer that the CSIRO publish anti nuclear energy reports. The longer we spend arguing over alternatives the longer we pay for their oil and gas,CSIRO;financial backers,28
1006,The whole developed world is working towards clean energy. It makes no sense to me that Republicans want to hold the US back and put us last in the race. The US needs green energy if it wants to remain an economic force in the future.,Republicans;green energy,27
1007,On one side I’m all for clean energy and flying pods but on the other end I have a tremendous fear of missiles flying at 13 000 miles an hour and terrorists flying over to state capital and the energy grid to create significant damage.,clean energy;energy grid;flying pods,24
1008,Nobody is arguing that nuclear energy is cheap but that cost is also very one and done. After the plant is up and running the maintenance will more than pay for itself for the rest of its existence which is a long long long time.,cost;maintenance,19
1009,While this is really cool and I believe more countries should do this there is no such thing as clean energy. Everything has an impact. Solar cells are manufactured with exotic chemicals that pollute the environment. Those chemicals or precursors must also be mined.,Solar cells;clean energy,21
1010,Does anyone who thinks nuclear energy isn't safe consider how many people die every year from the pollution causes by fossil fuels ? Just because those deaths don't happen all at once in a way that captures the medias attention doesn't mean they aren't happening.,fossil fuels;nuclear energy,23
1011,The biggest reason nuclear energy isn't a panacea for climate change ? Because energy and heat production only accounts for 25% of human impact on climate. Agriculture clearing forests to build farms and uncontrolled methane emissions from livestock has about the same contributing factor.,Agriculture;energy and heat production;nuclear energy,26
1012,For my bf and myself its cost of living unless we win the lotto we really cannot afford a home to have room for kids plus all the costs. Hell finding a decent rental is hard now,cost of living,19
1013,I am not a climate change denier in any shape or fashion but how is this hurricane different from other hurricanes in the past ? It's hurricane season and Florida is America's whipping boy for these storms. Did I miss something in the news ?,climate change;hurricane season,19
1014,Oh no Is he going to appoint CEOs of highly polluting corporations to chair the EPA ? That agency has been the ultimate greenwash.,CEOs;EPA,12
1015,The government isn't in the business of deciding which industries succeed. Clean and extraction energy both benefit from government subsidies. If freezing funds is going to be equitable they should freeze as many extraction energy funds as they do clean energy funds.,clean energy funds;extraction energy funds,23
1016,Nuclear energy is not really in the state where people think it is anymore. Nuclear plants aren't going to give us Chernobyl. It is the way forward. The real problem would be how expensive it would be to build the plants themselves.,Nuclear energy,22
1017,I swear a similar fact is posted by some nuclear energy shill every two weeks to promote the industry. I'm not anti-nuclear and I am anti-coal but this statement alone doesn't mean that nuclear is the safer or safest energy supply.,nuclear energy,24
1018,Did anyone dig into the numbers behind this paragraph ? in a state like Wyoming which gets 96% of its electricity from coal EV carbon emissions are still 17% lower than gasoline-powered cars although they’re 50% higher than hybrids .,EV carbon emissions;numbers behind this paragraph,25
1019,It should. I never understood why when we talk about green energy nuclear is always left out. We need more than windmills and solar right ? Forgive me I am not as well read as I should be in clean energy.,green energy;nuclear,17
1020,I really hope not... The Honda plan was to build the first Canadian EV supply chain here in Ontario.. opening up to Chinese EVs endangers those deals. The Alliston plant is known to be one of Honda's better plants too.,Alliston plant;Chinese EVs,23
1021,Is the EPA powerful enough to do anything ? They get stripped of power every time republicans control them. I just don't see democrats being able to repair the damage done by republicans in such a short amount of time.,EPA;democrats,21
1022,Nuclear energy is super expensive that's why it's not viable it was mostly state money sponsoring power companies.,Nuclear energy,11
1023,No sci-fi spaceship whiny hum from the low speed mode speaker ? In Canada I know when my neighbours are pulling out of our court or someone with an EV is coming in from the back of my house.,EV;low speed mode speaker,19
1024,The EPA seems to have lost much of its power and ability in the last 5-10 years. Is there any actual truth to this in your opinion ? Have political lobbying influences lessend your ability to protect our environment ?,EPA,20
1025,Europe and China are already committed to 100% clean energy and the 3rd industrial revolution. US special interests and lobbyists can delay this in the name of short term profits but everyone will lose in the long term.,Europe;US special interests and lobbyists;everyone,23
1026,Everyone seems to be forgetting the environmental impact of developing EV batteries. Mining the minerals needed for these batteries releases a ton of emissions and so does the manufacturing of the batteries once the materials needed are obtained.,EV batteries,20
1027,A fully EV future as in every ICE car you see being EV isn't going to happen anytime in his lifetime as CEO. And hydrogen/CNG is already making waves in other countries where they don't have reliable electricity.,fully EV future;hydrogen/CNG,21
1028,"I love how MAGA are cheering about RFK making ""America healthy again"" while the EPA is getting destroyed. EPA was already barely sufficient. It could have twice the power it had and that still would barely be enough.",MAGA,21
1029,This is the number 1 thing we have found also and obviously is our #1 thing to get people to do. But beyond test drives we have found even just being a passenger in an EV convinces people.,being a passenger;test drives,19
1030,Especially with trucks like the ramcharger that have only the electric motor connected to the wheels but have a range extending generator: Hybrids like the pacifica are ok. But they have many more mechanical components that can fail.,pacifica;ramcharger,19
1031,It’s not JUST nuclear energy. It’s energy from nuclear fusion. We have been able to fuse atoms together on earth but we have not managed to release enough energy from the process that fusion can sustain itself.,nuclear fusion,17
1032,People want a gradual shift to EV’s. Right now I need to be able to get to work and back without spending 2 day’s pay just in gas… I and many other Americans can’t afford an EV.,EV,21
1033,Only issue is we need more mines. I'm all for nuclear energy but we need more fuel for it currently we don't have enough stocked but we can definitely mine for more and refine more as well,fuel;nuclear energy,14
1034,I guess the current administration is trying really hard to dis incentivize people from buying EV’s. Ok that’s fine but guess what the rest of the world isn’t and you are definitely giving China advantage doing this,China;current administration,20
1035,"I'm definitely mostly left leaning but I'm 100% pro nuclear energy. People who are scared of nuclear energy are scared of the word ""nuclear"". Call it ""blue stream"" or something catchy to get them on board",blue stream,22
1036,"EPA chief is now a climate change skeptic lawyer who will be laser focused on removing anything and everything that even attempts to protect the environment under the guise of ""reducing waste"" The fun times continue",EPA chief;The fun times continue,21
1037,seems like denying climate change is a pretty good move then. the market will fill in the gaps especially since trump wants to deregulate.. people need to understand this. clean energy is not going anywhere.,clean energy;denying climate change,23
1038,It would be way cheaper to just come out and buy the vote of the workers/voters. it would be cheaper than that to provide a new job training program to manufacture actual clean energy products.,clean energy products;job training program,20
1039,So on top of free healthcare free college and forgiving all student loans she wants to spend 3 trillion on clean energy. Is she just going to confiscate everyones’ savings to pay for this ?,clean energy;free college,19
1040,That's because they're quite aware of how polluted their own environment has become and they know how clean America's air and water is compared to theirs and they are intent on changing it.,America's air and water;their own environment,13
1041,I'm sure America's coal miners would appreciate the opportunity to learn and work a trade in the clean energy job field. But until those opportunities arise it's unemployment government handouts and drug abuse.,America's coal miners,21
1042,Nuclear energy ~~equals~~ does not equal nuclear bombs. In the same vain as electricity it is something that can be used for murder but that doesn't mean it can't be used for good.,Nuclear energy;electricity,14
1043,If anyone’s ever seen an EV from China you’ll understand why this is happening. China is miles ahead of the EV game and their basic EV cars would be considered luxury vehicles here.,EV from China;basic EV cars,19
1044,Soo where are they getting their power from back to fossil fuels ? Am I the only one here who thinks nuclear energy is the best viable solution until we get cold fusion.,nuclear energy,16
1045,"Trump wants to declare a ""national emergency"" because 50 dirty power plants closed on Biden's watch. Yet far more coal plants closed on his watch. How does he reconcile this contradiction ? Weird",Trump,21
1046,Oh so the Trump EPA is acknowledging climate change ? That’s a plot twist I didn’t have on my bingo card. But yeah this is the feature literally nobody wanted but got anyway.,Trump EPA;feature,17
1047,"That first comment is correct. The ""environmental movement"" depending on how you define this has pushed back a lot against nuclear energy despite it being much better for the environment than coal/oil/NG.",coal/oil/NG;environmental movement,19
1048,Recommend studying California and their rolling blackouts before acting with hearts over heads. Clean energy is great awesome but make sure it's in place and proven before dismantling the old system.,California;Clean energy,19
1049,Any chance the Department of Defense/Pentagon/Military will have an issue with this considering they have recognized climate change as a threat to national security and to our various coastal military installations ?,Pentagon;climate change,17
1050,But Elon understands that EVs are not there yet. When an EV has a range of 700 miles they will begin to replace gas engines. Until then I’m keeping my gasser.,EVs;gasser,14
1051,Ha but trump just cut the EPA's funding so they will award it and then later state that due to certain budget changes they were unable to fulfill the award...,trump,15
1052,As an electrical engineer specialized in renewable energy sources all I can say is that nuclear energy is one of the safest energy sources. The issue is the nuclear waste.,nuclear energy,16
1053,It would help if EVs didn’t allow manufactures to hide features behind a paywall. Yeah i want to pay 1200 a year for slightly faster acceleration on my 90k ev,manufactures,19
1054,Can’t we just use the waste to help use nuclear energy in the first place ? Kinda like a cycle ? Used as power -> depletes -> helps run the first step,nuclear energy;waste,18
1055,As much as I'd like to see the EPA done away with because of all the ridiculous car regulations it's good that the Don is making big moves like this,Don;car regulations,14
1056,If anyone is interested in a deep dive of the safety and dangers of nuclear energy check out this Freakonomics episode while you fold your laundry or do the dishes:,Freakonomics episode;nuclear energy,14
1057,It should be very simple. Remove the ban on Nuclear energy then do nothing beyond legislating regulatory requirements and allow the free market to decide if it's worth investing in.,Nuclear energy,16
1058,Trump’s EPA says the research promoted “exaggerated and implausible climate threats” and increased “climate anxiety” among young Americans Just like Trump's Fox News has been creating anxiety among old Americans,Fox News;research,24
1059,This is a shame because we have known for a long time. The EPA knew under George Bush Jr. and supressed the information and potential solutions as an policy.,George Bush Jr,14
1060,It's the thing with the waste disposal and the fact nuclear energy is far more expensive than most other methods for me but go on not thinking about that,nuclear energy,11
1061,Um it is killing jobs in the coal industry. I work in the industry. Coal plants are being forced to shut down. That's hundreds of jobs per plant.,Coal plants,15
1062,Why shouldnt the world sanction Australia over this ? Iran gets sanctioned all the time because of its nuclear work.... Does actively progressing climate change not endanger the planet ?,Australia;Iran;climate change,16
1063,"Do you think we'll ever get past the general stigma against nuclear energy ? You can't bring it up in New Zealand for example without someone crying ""that's illegal""",New Zealand;nuclear energy,16
1064,What do you do with all the spent cores ? How is that clean energy ? The disastrous effects of nuclear waste on the environment in its vicinity are well-documented,nuclear waste,12
1065,My fellow Americans would you welcome nuclear energy if it meant coal fueled plants where permanently closed ? Why is closing coal plants posed as a negative or drawback,coal fueled plants;nuclear energy,18
1066,Next those environmentalists are gonna get into nuclear energy so we don't have to use a dirty source of energy like coal ! Oh wait... they're not ? Weird.,coal;environmentalists,15
1067,I don't understand how hydro power is considered a clean energy source. It literally requires destroying a river and its surrounding ecosystem in order to do it.,hydro power,14
1068,Dear World Leaders The EPA will now be using the following standards the Magic Eight Ball Flip a Coin go ask your sister and the almighty Bible.,EPA,17
1069,Is this really practical for Canada ? We are so spread out and road trips are basically out of the question for an EV aren’t they ?,Canada;EV,9
1070,What can I as a citizen/national of Germany do to support nuclear energy here ? The green party wants to abolish it which is obviously a huge mistake.,green party;nuclear energy,13
1071,Bro i like how multiple european countries are now being crippled by russia because some politicians would rather they be dependant on oil than use nuclear energy,european countries;politicians,15
1072,EPA is a bad organization very very bad it hurts Americans by over regulating things like how much poison can be pumped into our water system.,EPA,14
1073,So devils advocate: 1. Didn't the EPA just cause two ? disasters ? 2. Do you really think The Cuyahoga River is a pristine wonderland today after regulations ?,regulations,16
1074,Who would have guessed what was once Nazi Germany a century ago is now more progressive and futurist than all Western powers combined on climate change.,Germany,13
1075,Nuclear energy and the hydrogen fuel cells in equipment that seems most reasonable to me. Also you can convert normal petrol cars to burn hydrogen gas,hydrogen fuel cells;petrol cars,16
1076,I've been solar EV since 2018. I loooove it ! We’ve saved over $9k since Feb 2021 we bought a new house and added solar then.,solar EV,15
1077,The Swasticar is not the only electric vehicle on the market and it has a terrible reputation for quality control. I say that we punish Elon.,Swasticar,11
1078,I am already paying $200 to register my Tesla ! The theory is it’s for the gas tax that they will not collect from EV owners,gas tax,11
1079,I think an important question I'm not hearing asked is why the hell does the director of the effing EPA need a soundproof phone booth ?,soundproof phone booth,13
1080,With Scott Pruitt's resignation Andrew Wheeler is the EPA's new acting head. Want to see all the places Wheeler has lobbied for ? We got you.,EPA's new acting head,15
1081,The way I see this going is now Trump leaves the post vacant for awhile citing confirmation battle concerns before simply shuddering the EPA entirely.,confirmation battle concerns,16
1082,On top of state fees ? WTF ? I already $200 a year state fees. It’s completely absurd and just a jab and EV drivers.,EV drivers,14
1083,Do it Bill you don't have to be done with invention. You love your charity reliable clean energy is the best of all time.,Bill;clean energy,10
1084,Why don’t they just implement the regulations that the EPA removes themselves ? Seems like a better solution and forcing the fed to reimplement them.,EPA;fed,11
1085,Just think if world leaders had taken climate change seriously twenty or thirty years ago what cool alternative energies we might be using today.,alternative energies;world leaders,17
1086,Often now a days these lines are delivering clean energy FROM rural areas where there are wind and solar resources but not much load,rural areas;wind and solar resources,13
